Company,Sector,SubSector,Industry,Ticker,FSS Score,FSS Weekly Change,Total Articles,Negative Articles,Z-Score,Receivables to Revenue,Debt to EBITDA,_ebitda,_totalDebt,Quick Ratio,S&P Issuer Credit Rating,Market Capitalization,Current Open Price,52-Week High Price,52-Week Low Price
"F&G Annuities & Life, Inc.",Financial Services,Insurance,Life Insurance,FG,0.0764877777777777,0.4588888888888889,163.0,19.02,23552.1085,,1.9418,1152.0,2237.0,,,3675133622.6,28.58,28.58,27.61
Dauch Corp.,Manufacturing,Automotive,Motor Vehicle Parts,DCH,0.3977711111111111,0.2622222222222222,3277.0,73.42,158007.4396,0.1256,5.787,713.2,4127.3,2.56775,,1587983437.08,6.69,7.32,6.635
"Ally Financial, Inc.",Financial Services,Banking,Banking,ALLY,0.1000188888888888,-1.1355555555555557,355.0,28.73,43547.5584,,4.5318,3887.0,17615.0,,,13100795669.88,44.25,44.4999,42.555
General Motors Co.,Manufacturing,Automotive,Passenger Cars,GM,0.2774833333333333,-0.3555555555555555,4023.0,49.47,185009.5042,0.3152,5.031,25895.0,130277.0,1.01026,,67886372531.55,78.8,79.0,75.12
"Newegg Commerce, Inc.",Retail,E-commerce,Etailing,NEGG,0.1103166666666666,-0.1122222222222222,84.0,29.76,1036029.5322,0.0541,-0.1731,-40.848,7.069,0.75997,,520131888.0,26.14,26.6,24.3
"DRJ International Group Ltd., Inc.",Materials,Metals & Mining,Uranium Ore Mining,DRJG,,,,,803556.0876,0.1312,,,3.99753,0.05671,,10323706.6,0.04,0.04,0.04
"First Seacoast Bancorp, Inc.",Financial Services,Banking,Commercial Banking,FSEA,0.1326511111111111,2.3044444444444445,10.0,60.0,90436.4981,,0.3594,4.199,1.509,,,78186747.21,16.68,16.8,16.65
Federal Signal Corp.,Manufacturing,Automotive,Trucks/Lorries/Vans,FSS,0.11035,-1.8266666666666669,142.0,37.32,4251210.7925,0.134,1.292,437.4,565.1,1.3534,,7160444809.28,118.19,119.34,117.16
Franklin Covey Co.,Education,Vocational & Professional,Professional/Management Training,FC,0.22408,-1.5577777777777777,95.0,46.32,845049.8796,0.2562,0.0392,20.985,0.823,0.79033,,247881043.56,22.21,22.39,21.59
"HealthEquity, Inc.",Software & Technology,Software,Software,HQY,0.0148388888888888,-72.07666666666667,138.0,20.29,3103238.7805,0.0984,2.8914,365.32,1056.301,3.05617,,6897661849.9,84.46,84.98,81.4
"Cardinal Health, Inc.",Retail,Wholesale & Distribution,Pharmaceutical/Medical Products Wholesalers,CAH,0.1519111111111111,-1.4733333333333332,508.0,33.86,458768.0536,0.0595,2.6045,3274.0,8527.0,0.5024,,42742568537.5,184.5,185.37,181.95
"Primerica, Inc.",Financial Services,Insurance,Life Insurance,PRI,0.0952844444444444,4.085555555555556,152.0,26.32,404600.2894,,1.321,1340.999,1771.434,,,8473942333.92,276.22,278.23,271.55
Fox Factory Holding Corp.,Manufacturing,Automotive,Vehicle Engine/Engine Parts,FOXF,0.2310055555555555,1.2055555555555555,74.0,55.41,437134.2208,0.1299,5.0789,132.616,673.538,1.37163,,729688714.2,17.51,17.87,17.01
"Rocky Mountain Chocolate Factory, Inc.",Consumer Goods,Food & Beverage,Sugar Products,RMCF,0.2873233333333334,0.0544444444444444,103.0,47.57,985863.1395,0.1177,-1.1933,-4.992,5.957,0.66866,,23332055.0,2.52,2.605,2.5
"Bioventus, Inc.",Healthcare,Medical Devices,Medical Equipment/Supplies,BVS,0.1585466666666666,-2.126666666666667,52.0,38.46,829332.7146,0.2262,2.8897,105.058,303.587,1.18846,,690352609.12,10.52,10.825,10.165
"Simulations Plus, Inc.",Software & Technology,Software,Applications Software,SLP,0.3123977777777778,-1.3688888888888888,430.0,61.16,24960215.8959,0.1846,0.0,14.592,0.0,7.66528,,296818530.58,16.53,16.795,14.328
"The Pennant Group, Inc.",Healthcare,Healthcare Services,Hospice Care,PNTG,0.1136911111111111,-0.7711111111111112,130.0,30.77,1120201.3757,0.1299,2.6563,65.444,173.837,1.13677,,1186616720.41,36.01,36.445,34.07
Astronics Corp.,Manufacturing,Aerospace & Defense,Aerospace Products/Parts,ATRO,0.1448622222222222,0.0544444444444444,188.0,30.85,4133641.7583,0.2407,3.3135,50.942,168.796,1.45007,,2705237020.24,74.88,76.61,73.0175
"Climb Global Solutions, Inc.",Retail,Wholesale & Distribution,Computers/Electronic Equipment Wholesalers,CLMB,0.1765255555555555,-0.9477777777777776,75.0,45.33,641606.8827,0.4971,0.0051,37.72,0.191,1.10147,,367480672.0,20.17,20.43,19.525
"KLDiscovery, Inc.",Software & Technology,IT Services,Data Recovery Services,KLDI,0.3799288888888888,-3.13,4.0,100.0,5652.5141,0.2928,10.1263,54.016,546.98,0.22999,,5665830.0,0.005,0.005,0.005
NVE Corp.,Energy,Electrical,Industrial Electrical Equipment,NVEC,0.1825866666666666,-1.0988888888888888,38.0,39.47,137863900.8441,0.1387,0.0,16.31837,0.0,22.03054,,461175406.44,99.98,110.03,92.0001
"C.H. Robinson Worldwide, Inc.",Media & Entertainment,Sports,Freight Transportation Arrangement,CHRW,0.1299188888888889,0.2366666666666666,488.0,32.58,3741887.8065,0.1551,1.1621,937.498,1089.438,1.52784,,20036059679.16,171.56,172.25,169.27
"UnitedHealth Group, Inc.",Healthcare,Healthcare Services,Health Maintenance Organizations,UNH,0.1657988888888888,-2.3555555555555556,2844.0,44.83,972179.496,,3.3551,23364.0000000003,78389.0,,,349127034673.76,380.99,384.79,376.18
"PetVivo Holdings, Inc.",Healthcare,Medical Devices,Medical Diagnostic Equipment/Supplies,PETV,0.1483544444444444,1.4333333333333331,136.0,36.03,3483440.8971,3.9386,-0.2462,-7.88114,1.94068,1.22453,,29725280.2972,0.7431,0.7988,0.72
Shenandoah Telecommunications Co. (Virginia),Telecommunications,Wireless,Wireless Telecommunications Services,SHEN,0.2191255555555555,-0.5344444444444445,200.0,38.0,515634.1664,0.1058,5.6958,110.298,628.237,0.89813,,885152016.0,16.21,16.21,15.71
"Royale Energy, Inc.",Energy,Oil & Gas,Oil/Gas Exploration,ROYL,0.1639344444444444,-3.3055555555555554,26.0,53.85,428768.811,0.8636,-0.0,-3.42326,0.0,0.35985,,9370229.294,0.1,0.1,0.0945
"Fulgent Genetics, Inc.",Healthcare,Other Healthcare,Medical Laboratory Services,FLGT,0.1910433333333333,0.1455555555555555,146.0,40.41,2655007.3837,0.2839,-0.0417,-66.979,2.794,6.47887,,449297855.86,15.8,16.18,15.65
"Gold.com, Inc.",Retail,Specialty Retail,Specialty Retailing,GOLD,0.1760633333333333,-3.098888888888889,110.0,37.27,473304.5595,0.0215,11.2329,78.62,883.127,0.41642,,1235203594.92,46.1,48.265,43.37
"Faraday Future Intelligent Electric, Inc.",Manufacturing,Automotive,Alternative Fuel Vehicles,FFAI,0.1552011111111111,-1.913333333333333,454.0,38.77,192005.4769,0.0,-1.0813,-89.717,97.011,0.23038,,99351500.8878,0.4259,0.444,0.39
The Middleby Corp.,Consumer Goods,Home & Household,Household Appliances,MIDD,0.0941077777777777,2.6644444444444444,183.0,26.78,1199217.5542,0.2258,3.036,788.878,2395.067,1.79481,,7284662656.25,164.67,165.465,155.89
LCI Industries,Manufacturing,Automotive,Motor Vehicle Parts,LCII,0.1143477777777777,-2.718888888888889,98.0,31.63,908236.8838,0.0591,2.3562,401.153,945.185,1.14201,,2747627754.28,119.1,119.49,112.53
"ACI Worldwide, Inc.",Software & Technology,Software,Applications Software,ACIW,0.0354455555555555,1.747777777777778,730.0,7.26,1629329.4437,0.2534,1.8763,435.762,817.608,1.54343,,4306384105.2,44.89,45.3,42.09
U.S. Gold Corp.,Materials,Metals & Mining,Gold Ore Mining,USAU,0.2285288888888888,-2.097777777777778,102.0,50.0,13255631.0787,,-0.0,-12.97312,0.0,10.10898,,293390678.14,17.12,18.24,17.12
Chemung Financial Corp.,Financial Services,Banking,Commercial Banking,CHMG,0.1187911111111111,1.7788888888888887,112.0,20.54,79000.8821,,1.8795,25.258,47.472,,,323313525.6,68.68,68.68,65.0001
"NMI Holdings, Inc.",Financial Services,Insurance,Mortgage Insurance,NMIH,0.0893366666666666,2.947777777777778,100.0,21.0,1367738.882,,0.7729,539.582,417.031,,,2847426474.68,38.73,38.845,37.39
"Metagenomi Therapeutics, Inc.",Software & Technology,Other Software & Technology,Biotechnology Services,MGX,0.1489988888888889,0.4577777777777778,83.0,37.35,487844.749,0.0121,-0.0,-90.696,0.0,7.21833,,50823526.95,1.39,1.4,1.34
"Estrella Immunopharma, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,ESLA,0.1644733333333333,-2.881111111111111,37.0,43.24,10762209.1222,,,,0.0,0.54747,,53758187.28,1.26,1.28,1.22
"Kiora Pharmaceuticals, Inc.",Healthcare,Pharmaceuticals,Drug Delivery Systems,KPRX,0.1224744444444444,-2.3577777777777778,39.0,41.03,788565.662,,-0.0,-8.18207,0.0,5.98883,,10680975.4,2.5,2.58,2.395
EchoStar Corp.,Manufacturing,Instruments & Electronics,Radio/Television Equipment,SATS,0.3093833333333333,-0.19,519.0,50.29,602822.8324,0.0849,16.8907,1538.113,25979.871,0.3844,,37425757983.9,127.88,132.1,126.0601
"Red Robin Gourmet Burgers, Inc.",Hospitality,Food & Drink,Full-service Restaurants,RRGB,0.2431666666666667,-1.2866666666666668,91.0,54.95,58322.8415,0.0161,2.6638,64.373,171.479,0.31825,,65105834.7,3.73,3.73,3.49
"ConnectOne Bancorp, Inc.",Financial Services,Banking,Commercial Banking,CNOB,0.1797555555555555,-2.058888888888889,51.0,33.33,72171.7864,,1.0344,195.145,201.864,,,1495076926.62,30.1,30.25,29.54
ENB Financial Corp. (Pennsylvania),Financial Services,Banking,Commercial Banking,ENBP,0.0985677777777777,-3.0477777777777777,54.0,25.93,41772.5261,,1.5029,26.427,39.716,,,145426500.0,25.5,25.5,25.5
"One Stop Systems, Inc.",Software & Technology,Hardware & Semiconductors,Supercomputers,OSS,0.1265588888888889,-1.288888888888889,116.0,29.31,34714160.2936,0.3585,-0.0,-2.38682,0.0,8.15679,,394322750.64,15.595,16.5,14.87
"Hertz Global Holdings, Inc.",Transportation,Vehicle Rental,Passenger Car Rental/Leasing,HTZ,0.3463333333333333,-1.5355555555555551,380.0,58.42,51505.5097,0.1305,7.3036,2335.0,17054.0,,,1954582397.37,5.955,6.46,5.9
"First Bancorp of Indiana, Inc.",Financial Services,Banking,Commercial Banking,FBPI,0.1230655555555555,3.1766666666666663,2.0,0.0,25121.9419,,3.2395,5.23393,16.95549,,,23966982.6,14.1,14.1,14.1
Fortive Corp.,Manufacturing,Instruments & Electronics,Measuring/Precision Instruments,FTV,0.0701233333333333,-1.9655555555555555,221.0,25.79,2087639.979,0.2007,2.6946,1189.8,3206.0,0.58484,,18386168176.51,61.19,61.27,60.14
"ECB Bancorp, Inc.",Financial Services,Banking,Banking,ECBK,0.0772255555555555,-1.2466666666666666,17.0,29.41,67041.6873,,0.0,19.878,0.0,,,160197651.0,18.71,18.71,18.1701
"Innovative Solutions & Support, Inc.",Manufacturing,Aerospace & Defense,Avionics,ISSC,0.3249255555555556,-5.362222222222223,107.0,76.64,5881533.1987,0.2168,1.014,23.80571,24.13881,1.49601,,379923189.91,21.435,22.12,21.04
"Omega Flex, Inc.",Materials,Building Materials,Building Materials/Products,OFLX,0.1782055555555555,-1.5644444444444443,30.0,43.33,8407730.181,0.139,0.0,18.294,0.0,4.36258,,291019303.26,30.26,30.26,28.44
WidePoint Corp.,Software & Technology,Cloud & Infrastructure,Cloud Computing,WYY,0.24966,0.4744444444444445,52.0,51.92,773837.4301,0.3225,0.0,0.3169,0.0,1.02528,,88064136.12,8.305,8.98,8.305
Seneca Foods Corp.,Consumer Goods,Food & Beverage,Preserved Foods,SENEB,0.1317622222222222,-1.2311111111111108,53.0,41.51,1026892.0782,0.0621,3.1442,122.546,385.312,0.70703,,938582638.12,137.98,137.98,137.98
ACMAT Corp.,Financial Services,Insurance,Professional Indemnity Insurance,ACMTA,0.3593428571428572,9.357142857142858,6.0,50.0,513003.2196,,0.0,0.82259,0.0,,,16566474.0,18.0,18.0,18.0
Horizon Technology Finance Corp.,Financial Services,Investment Management,Business Development Companies/Venture Capital Trusts,HRZN,0.1136533333333333,-0.0522222222222222,108.0,26.85,360011.3218,0.2335,386.46,1.224,473.027,,,295570610.63,4.5,4.5,4.315
Otter Tail Corp.,Energy,Utilities,Electric Utilities,OTTR,0.2177566666666666,-0.7266666666666666,93.0,39.78,1057813.5913,0.2128,2.3799,463.789,1103.759,1.82679,,3706780603.5,88.33,89.025,87.865
"Arrive AI, Inc.",Transportation,Road,Couriers/Messengers (Discontinued from 14th May 2024),ARAI,0.0929,-6.811111111111111,78.0,30.77,10748050.608,,-0.005,-4.54363,0.02272,0.31486,,35306909.9227,0.6786,0.7443,0.67
First Internet Bancorp,Software & Technology,Digital Services,Digital Banking,INBK,0.1241155555555555,-2.08,69.0,39.13,25086.874,,-3.9466,-26.723,105.465,,,217916550.0,25.11,25.38,24.765
Oregon Pacific Bancorp,Financial Services,Banking,Commercial Banking,ORPB,0.2074411111111111,2.693333333333333,15.0,66.67,65777.7484,,1.3976,13.63139,19.05096,,,80511951.4,11.1,11.24,11.1
"Cellectar Biosciences, Inc.",Healthcare,Pharmaceuticals,Cancer Drugs,CLRB,0.2827955555555555,-2.2755555555555556,96.0,57.29,1494470.6933,,-0.0,-51.4857,0.0,2.58318,,24403711.14,2.93,3.165,2.93
"BeyondSpring, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,BYSI,0.18731,0.9111111111111112,51.0,35.29,557910.7866,,-0.0,-8.682,0.0,2.59555,,62502126.4,1.46,1.64,1.43
"Skyline Bankshares, Inc.",Financial Services,Holding Companies,Shell Company,SLBK,0.0874622222222222,-0.9544444444444444,20.0,20.0,71273.6875,,0.0,24.059,0.0,,,140840825.32,24.76,25.19,24.76
"Alaunos Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,TCRT,0.2323899999999999,-4.188888888888889,38.0,36.84,5477751.4698,0.5,-0.0,-4.81,0.0,3.98121,,6318238.36,2.63,2.6538,2.6
"BBX Capital, Inc.",Financial Services,Holding Companies,Diversified Holding Companies,BBXIA,,,,,74823.2464,0.0526,-2.0574,-43.173,88.822,,,44573683.06,2.9,3.0,2.77
"AutoNation, Inc.",Retail,Auto Retail,Motor Vehicle Dealing,AN,0.1410844444444444,0.4366666666666666,243.0,34.57,334005.2211,0.0352,5.9448,1640.5,9752.4,0.22431,,6708360517.6,205.97,205.97,200.48
"ProText Mobility, Inc.",Software & Technology,Software,Security/Privacy Software,TXTM,0.50294,0.8166666666666667,9.0,77.78,5020936.0543,,-1.5462,-0.92731,1.43382,0.00108,,47912157.88895,0.00535,0.0055,0.0052
"Pioneer Power Solutions, Inc.",Energy,Electrical,Electrical Components/Equipment,PPSI,0.2098288888888888,-2.251111111111111,68.0,50.0,942321.8197,0.3421,-0.0522,-4.403,0.23,1.68754,,47935869.12,4.24,4.54,4.0859
"Franklin Electric Co., Inc.",Manufacturing,Industrial Machinery,Turbines,FELE,0.1775022222222222,-0.4222222222222222,114.0,32.46,4221082.2349,0.1161,0.5022,332.594,167.027,1.17904,,4374482790.32,99.81,100.48,98.32
"American Airlines Group, Inc.",Transportation,Air,Passenger Airlines,AAL,0.26515,1.5411111111111109,1035.0,48.02,77490.396,0.038,7.5382,3848.0,29007.0,0.38433,,8459115902.23,13.02,13.1,12.73
"AZZ, Inc.",Energy,Electrical,Metal Products,AZZ,0.1432044444444444,1.1922222222222223,135.0,40.0,2255430.6682,0.1614,2.5767,333.376,859.012,1.19068,,4441707932.85,147.95,151.64,147.95
"FirstCash Holdings, Inc.",Financial Services,Lending & Credit,Asset Based Lending Services,FCFS,0.0739311111111111,-1.2222222222222223,132.0,24.24,2026581.3269,0.2998,3.1504,701.012,2208.434,3.3575,,10213948071.0,229.14,233.13,226.36
CorVel Corp.,Other,Miscellaneous Services,Risk Management Services,CRVL,0.1104255555555555,0.5288888888888889,89.0,21.35,7808906.5239,0.1163,0.0,150.36,0.0,1.8952,,2915177384.63,58.43,59.03,56.58
"Sanara MedTech, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,SMTI,0.2840777777777777,1.646666666666667,120.0,56.67,1478827.4541,0.1164,3.8094,12.06773,45.97094,1.58878,,165148921.14,18.4,19.0,17.77
Kimbell Royalty Partners LP,Energy,Oil & Gas,Oil/Gas Exploration,KRP,0.1284377777777778,-3.2711111111111113,42.0,33.33,1770564.2751,0.1138,1.7153,257.383,441.5,8.64007,,1589675202.5,14.67,14.84,14.61
"QuinStreet, Inc.",Other,Miscellaneous Services,Direct Marketing,QNST,0.2222366666666666,-0.2777777777777778,91.0,46.15,2346492.7981,0.1242,0.0,32.397,0.0,1.50589,,731566786.95,13.1,13.165,12.58
"Qualys, Inc.",Software & Technology,Software,Security/Privacy Software,QLYS,0.1285066666666666,0.5322222222222222,251.0,25.1,3622305.4821,0.2555,0.0,236.443,0.0,1.40715,,3223412650.71,93.71,94.38,87.52
"Mirum Pharmaceuticals, Inc.",Healthcare,Pharmaceuticals,Pharmaceuticals,MIRM,0.1460066666666666,0.5711111111111111,453.0,38.63,7355534.4472,0.2366,146.9625,2.108,309.797,2.55005,,6474376870.59,106.78,108.26,104.7066
"Ameresco, Inc.",Energy,Renewables,Renewable Energy Facility Construction,AMRC,0.1027788888888888,-0.7111111111111111,227.0,29.52,281046.1991,0.6123,8.1909,229.746,1881.833,1.49665,,1619254331.86,30.0,30.93,29.93
Definitive Healthcare Corp.,Software & Technology,Software,Business Intelligence Software,DH,0.1539755555555555,-0.2577777777777777,98.0,32.65,187616.8437,0.217,3.6484,45.18,164.835,1.64303,,142082075.9764,0.98,1.01,0.92065
"Acadia Healthcare Co., Inc.",Healthcare,Other Healthcare,Doctors/Physicians,ACHC,0.2444922222222222,-0.3144444444444444,311.0,46.95,385656.912,0.155,4.3515,577.214,2511.771,1.53934,,2300095345.27,25.14,25.69,24.95
"Community Health Systems, Inc.",Healthcare,Healthcare Services,Hospital Care,CYH,0.2299122222222222,-5.053333333333334,231.0,53.25,16279.8016,0.1787,6.853,1517.0,10396.0,1.31884,,395975960.72,2.79,2.82,2.725
Kaiser Aluminum Corp.,Materials,Metals & Mining,Aluminum,KALU,0.1947244444444444,0.1033333333333333,143.0,39.16,1017208.7287,0.1443,3.4301,313.2,1074.3,1.25538,,2947681916.34,182.43,183.0,178.48
"Becton, Dickinson & Co.",Healthcare,Medical Devices,Medical Devices/Apparatus,BDX,0.1276633333333333,-0.7977777777777777,853.0,33.65,790588.1255,0.1371,3.0192,6353.0,19181.0,0.64489,,39443612125.05,148.71,149.58,143.0
"Cartesian Therapeutics, Inc.",Healthcare,Pharmaceuticals,Biopharmaceuticals,RNAC,0.1530788888888889,-0.8577777777777779,84.0,41.67,355781.7836,0.3986,-0.0,-83.746,0.0,8.65475,,250624314.42,8.58,9.325,8.425
"UMH Properties, Inc.",Real Estate,REITs,Residential REITs,UMH,0.1019477777777777,-2.1211111111111114,237.0,20.68,1002681.0064,,6.5904,115.506,761.227,,,1326037656.15,15.86,15.86,15.475
"ACM Research, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,ACMR,0.1567377777777777,-1.4322222222222225,153.0,35.29,1825274.23,0.6134,2.2906,125.757,288.053,2.32536,,4282762472.24,61.48,65.98,60.6195
"AXT, Inc.",Software & Technology,Hardware & Semiconductors,Semiconductors,AXTI,0.1395755555555555,-2.936666666666667,120.0,31.67,26146062.8685,0.304,-5.2841,-12.868,67.996,1.82133,,6992372224.87,118.38,132.48,111.04
"BKF Capital Group, Inc.",Financial Services,Holding Companies,Shell Company,BKFG,,,,,9374962.549,0.0844,-0.0,-0.493,0.0,,,54827944.0,94.0,94.0,94.0
"Amprius Technologies, Inc.",Manufacturing,Instruments & Electronics,Batteries,AMPX,0.2153644444444444,-0.2444444444444444,188.0,43.62,28306220.3462,0.3251,-0.0,-19.722,0.0,6.69886,,2503968365.6,16.575,18.89,16.23
Ichor Holdings Ltd.,Manufacturing,Instruments & Electronics,LED Technologies,ICHR,0.1538122222222222,-3.172222222222222,105.0,39.05,5750764.6116,0.0744,4.2343,29.173,123.528,1.37617,,2674036354.5,76.01,78.0,73.75
Enovix Corp.,Manufacturing,Instruments & Electronics,Batteries,ENVX,0.20841,1.4822222222222223,192.0,43.23,3346704.9337,0.1981,-1.102,-162.679,179.272,5.35078,,1564185983.18,6.63,7.45,6.53
Lam Research Corp.,Software & Technology,Hardware & Semiconductors,Semiconductors,LRCX,0.1222355555555555,0.8688888888888889,1103.0,29.83,19343955.0466,0.1832,0.7133,6287.245,4484.505,1.55425,,370231544550.0,292.51,300.0,292.51
"SoundThinking, Inc.",Software & Technology,Software,Applications Software,SSTI,0.2931588888888888,-0.0677777777777777,88.0,52.27,828003.7673,0.2496,1.5134,2.643,4.0,0.77647,,88864007.82,6.95,7.09,6.56
"Penguin Solutions, Inc.",Software & Technology,Hardware & Semiconductors,Computer Servers,PENG,0.2270877777777777,1.3277777777777775,196.0,41.33,1299427.0041,0.2249,3.1406,147.055,461.838,1.70721,,2209546498.32,46.26,46.75,42.3
Addus HomeCare Corp.,Healthcare,Healthcare Services,Home Healthcare Services,ADUS,0.0825644444444444,-0.9444444444444444,99.0,24.24,3111146.5448,0.1144,0.7312,165.424,120.959,1.80277,,1825228445.04,99.79,103.5,95.0
"Keurig Dr Pepper, Inc.",Consumer Goods,Food & Beverage,Soft Drinks,KDP,0.2090133333333333,-0.5544444444444444,895.0,43.69,782722.5755,0.1006,3.9661,4309.0,17090.0,0.42618,,39061662412.41,28.83,29.0,28.545
"The Southern Banc Co., Inc. (Alabama)",Financial Services,Banking,Commercial Banking,SRNN,0.02585,-6.252222222222223,9.0,0.0,56785.0636,,0.0,1.30477,0.0,,,10156683.6,12.6,12.6,12.6
"BullFrog AI Holdings, Inc.",Software & Technology,AI & Emerging Tech,Artificial Intelligence Technologies,BFRG,0.3387911111111111,-1.1955555555555557,76.0,65.79,12425102.805,,-0.0,-7.23466,0.0,9.43322,,12178484.478,0.6664,0.68,0.6252
"Novavax, Inc.",Healthcare,Pharmaceuticals,Vaccines,NVAX,0.1191944444444444,0.2311111111111111,303.0,28.38,718645.4455,0.0947,0.4208,591.24,248.811,2.10182,,1562162130.5,10.555,10.74,9.3007
Ohio Valley Banc Corp.,Financial Services,Banking,Commercial Banking,OVBC,0.05273,1.0455555555555556,44.0,18.18,92279.2767,,0.4786,23.193,11.101,,,217224256.11,45.49,46.26,45.005
Texas Mineral Resources Corp.,Materials,Metals & Mining,Rare Earth Metals,TMRC,0.12824,2.6455555555555557,54.0,37.04,473399244.1666,,-0.0621,-1.20859,0.075,5.03836,,98940456.16,1.07,1.15,0.9858
"Beyond Air, Inc.",Healthcare,Biotech & Research,Biological Therapy,XAIR,0.2429988888888889,0.5288888888888889,157.0,47.77,240096.1552,0.2321,-0.2372,-41.332,9.806,2.7202,,6595118.6064,0.5,0.5327,0.42
